Words=50000, iteration=5000
Iteration,	MergeTime,	QSTime
120,	0.0800898,	0.0657274
121,	0.0797065,	0.0664464
122,	0.0801141,	0.066187
123,	0.0795913,	0.0669304
124,	0.0797874,	0.0689342
125,	0.0787431,	0.0675725
126,	0.0788979,	0.0671188
127,	0.082553,	0.0676772
128,	0.0790892,	0.0671601
129,	0.0788944,	0.0667771
130,	0.0791402,	0.0672426
131,	0.0824397,	0.0675599
132,	0.0790731,	0.0670545
133,	0.0798655,	0.0697137
134,	0.0802794,	0.067448
135,	0.0824034,	0.0661043
136,	0.0791057,	0.0660861
137,	0.0797514,	0.0659345
138,	0.0794358,	0.0658599
139,	0.0789247,	0.068372
140,	0.0792454,	0.0677002
141,	0.0812706,	0.0666334
142,	0.0800266,	0.0671122
143,	0.08035,	0.0692101
144,	0.0806048,	0.0681347
145,	0.0802857,	0.0660909
146,	0.0809459,	0.0658321
147,	0.080143,	0.0688444
148,	0.0805299,	0.0649281
149,	0.0800451,	0.0646575
150,	0.080981,	0.0647039
151,	0.0794777,	0.0700022
152,	0.102223,	0.06802
153,	0.087902,	0.074968
154,	0.0802033,	0.0675936
155,	0.0800554,	0.0710608
156,	0.0801439,	0.0671699
157,	0.0801793,	0.0669927
158,	0.0800663,	0.0662414
159,	0.0804454,	0.0683784
160,	0.0801391,	0.0664295
161,	0.0799006,	0.0675763
162,	0.0801917,	0.0666118
163,	0.0804298,	0.0679424
164,	0.0828373,	0.0698481
165,	0.0797275,	0.067162
166,	0.0798998,	0.0665773
167,	0.0798027,	0.0680473
168,	0.0836132,	0.0671906
169,	0.0793752,	0.0669745
170,	0.0801573,	0.0678884
171,	0.08018,	0.0679906
172,	0.0838191,	0.0675377
173,	0.0804818,	0.066241
174,	0.0796386,	0.0653673
175,	0.0789917,	0.0655529
176,	0.0827377,	0.0653899
177,	0.0801914,	0.069417
178,	0.0801008,	0.0676442
179,	0.07945,	0.0662225
180,	0.0799805,	0.0682031
181,	0.080129,	0.0662064
182,	0.0801231,	0.0665695
183,	0.0793109,	0.0655354
184,	0.0796838,	0.0683724
185,	0.0794847,	0.0640307
186,	0.0801196,	0.0648108
187,	0.0814668,	0.0630726
188,	0.0799734,	0.0706093
189,	0.0801664,	0.0636444
190,	0.0791326,	0.0667886
191,	0.0809529,	0.0665167
192,	0.0800247,	0.0659825
193,	0.0807025,	0.0663903
194,	0.0808967,	0.0658032
195,	0.0799472,	0.065971
196,	0.0791316,	0.0647066
197,	0.0829108,	0.0645427
198,	0.0866756,	0.065189
199,	0.0783792,	0.0660849
200,	0.0796567,	0.0665928
201,	0.0839078,	0.0658052
202,	0.0797393,	0.0663747
203,	0.0806944,	0.0657816
204,	0.0796354,	0.0659632
205,	0.081442,	0.0660698
206,	0.0797858,	0.0683112
207,	0.0790094,	0.0680514
208,	0.0791894,	0.0676755
209,	0.0821668,	0.0693002
210,	0.0793194,	0.0675552
211,	0.0788961,	0.0642687
212,	0.0800012,	0.0639053
213,	0.0786342,	0.0675795
214,	0.0786052,	0.0640591
215,	0.0787953,	0.0645554
216,	0.0783747,	0.0651002
217,	0.0786677,	0.064853
218,	0.0802303,	0.0643963
219,	0.0790249,	0.0648706
220,	0.0789622,	0.0675204
221,	0.0803641,	0.0648327
222,	0.0825665,	0.0642358
223,	0.078941,	0.0649256
224,	0.0786078,	0.0647646
225,	0.0789428,	0.0652193
226,	0.0814692,	0.0650907
227,	0.078948,	0.0641212
228,	0.0788691,	0.0649154
229,	0.0788869,	0.0649167
230,	0.0802596,	0.0689751
231,	0.0787954,	0.0651201
232,	0.0795851,	0.0656824
233,	0.0789868,	0.0667123
234,	0.079181,	0.0689356
235,	0.0791584,	0.0655292
236,	0.0789717,	0.0656339
237,	0.0793359,	0.0651672
238,	0.0787835,	0.0654507
239,	0.0819972,	0.0647273
240,	0.0790288,	0.0689985
241,	0.0928183,	0.0667692
242,	0.0794534,	0.0652577
243,	0.0830672,	0.0655803
244,	0.0787553,	0.0649249
245,	0.0790966,	0.0647857
246,	0.0782872,	0.0641077
247,	0.0824188,	0.0647569
248,	0.0790793,	0.0641567
249,	0.0787241,	0.0645959
250,	0.0781698,	0.0642146
251,	0.0798608,	0.0654792
252,	0.0796596,	0.0654319
253,	0.0788971,	0.0644257
254,	0.0792205,	0.0649764
255,	0.0789292,	0.0676341
256,	0.0790703,	0.0652598
257,	0.0790049,	0.0645903
258,	0.0790333,	0.0643664
259,	0.0791618,	0.0666805
260,	0.0789216,	0.0645084
261,	0.0796284,	0.0663903
262,	0.0792876,	0.0676086
263,	0.0795513,	0.0656107
264,	0.0833596,	0.0667792
265,	0.0793774,	0.0675839
266,	0.0788442,	0.0656538
267,	0.0788651,	0.0671417
268,	0.0822889,	0.0670235
269,	0.0788439,	0.0673944
270,	0.079991,	0.0671033
271,	0.0789351,	0.067527
272,	0.0823436,	0.067163
273,	0.0791061,	0.0661783
274,	0.0800162,	0.0683184
275,	0.0814778,	0.0674732
276,	0.0800718,	0.0680392
277,	0.0871622,	0.0664324
278,	0.0806294,	0.0675071
279,	0.0808354,	0.0667859
280,	0.0799203,	0.0696408
281,	0.0790446,	0.0658677
282,	0.0788897,	0.0653039
283,	0.0791185,	0.0658355
284,	0.0791598,	0.0679693
285,	0.0807704,	0.0667924
286,	0.080256,	0.0657372
287,	0.0790294,	0.0663304
288,	0.0800262,	0.0676428
289,	0.0800081,	0.0677145
290,	0.0792808,	0.0669785
291,	0.0797369,	0.0674451
292,	0.0822015,	0.0689191
293,	0.0831131,	0.0689897
294,	0.0795985,	0.0662027
295,	0.0791346,	0.0667036
296,	0.0796125,	0.0685633
297,	0.0844903,	0.0669141
298,	0.0795847,	0.0659996
299,	0.0789097,	0.0652494
300,	0.0791718,	0.0675399
301,	0.0847919,	0.0672829
302,	0.0790984,	0.0671813
303,	0.0793044,	0.0678874
304,	0.0790364,	0.0672648
305,	0.0824383,	0.0666056
306,	0.0790193,	0.0656678
307,	0.0789867,	0.065963
308,	0.0790351,	0.0657467
309,	0.0793742,	0.06871
310,	0.0790825,	0.0656286
311,	0.0790784,	0.0641918
312,	0.0788756,	0.0636587
313,	0.0790536,	0.0682106
314,	0.0799855,	0.064912
315,	0.0789974,	0.0649547
316,	0.0806937,	0.0654968
317,	0.0805075,	0.0671805
318,	0.079005,	0.0661658
319,	0.079095,	0.0640977
320,	0.0801751,	0.0663183
321,	0.0795918,	0.064916
322,	0.0827611,	0.0660831
323,	0.0806916,	0.0659423
324,	0.0796309,	0.0662518
325,	0.0792345,	0.0649805
326,	0.0824959,	0.0654067
327,	0.0790386,	0.066552
328,	0.0804616,	0.0670473
329,	0.0804551,	0.0663107
330,	0.081449,	0.0670628
331,	0.0804473,	0.0663235
332,	0.0827998,	0.0688918
333,	0.0825263,	0.0679212
334,	0.0792284,	0.0672755
335,	0.0794725,	0.0663411
336,	0.0828953,	0.0710859
337,	0.10247,	0.0675074
338,	0.0794651,	0.0673556
339,	0.0790692,	0.0652326
340,	0.0789482,	0.0663585
341,	0.0789129,	0.0652475
342,	0.0787243,	0.0684751
343,	0.0817557,	0.064652
344,	0.0791597,	0.0651165
345,	0.0838479,	0.0651943
346,	0.0816866,	0.0684902
347,	0.0790837,	0.0655698
348,	0.081088,	0.0648771
349,	0.0788239,	0.0656678
350,	0.0787761,	0.0633884
351,	0.0809965,	0.064057
352,	0.0788618,	0.0633655
353,	0.079214,	0.0645644
354,	0.0802794,	0.0640171
355,	0.08278,	0.0667068
356,	0.0810145,	0.0663405
357,	0.0791222,	0.0655063
358,	0.0801495,	0.0663568
359,	0.0830532,	0.0655466
360,	0.0824071,	0.0653674
361,	0.0795108,	0.0649183
362,	0.0789767,	0.0642065
363,	0.0803112,	0.0671404
364,	0.0790875,	0.0644355
365,	0.081425,	0.0678561
366,	0.0792123,	0.0650183
367,	0.0791587,	0.0695132
368,	0.0788333,	0.0653928
369,	0.0788532,	0.0650258
370,	0.0791754,	0.0654554
371,	0.0788449,	0.0666252
372,	0.0795408,	0.0637419
373,	0.0790828,	0.0641013
374,	0.0790535,	0.0643112
375,	0.0821124,	0.0674994
376,	0.0872833,	0.0718522
377,	0.0894712,	0.0761635
378,	0.0910286,	0.0772582
379,	0.100591,	0.0994566
380,	0.09578,	0.0785511
381,	0.0940224,	0.083065
382,	0.101395,	0.0696827
383,	0.0840399,	0.0651752
384,	0.0834288,	0.0673328
385,	0.0790827,	0.0652613
386,	0.0790403,	0.0647865
387,	0.0829876,	0.0655744
388,	0.0807201,	0.0654292
389,	0.0792674,	0.0652732
390,	0.0793303,	0.0651676
391,	0.082184,	0.0659976
392,	0.0790859,	0.0650648
393,	0.0795545,	0.0652149
394,	0.0788731,	0.0650282
395,	0.0787606,	0.0679352
396,	0.0790872,	0.065164
397,	0.0803368,	0.0649322
398,	0.0788417,	0.0664545
399,	0.0791241,	0.0692444
400,	0.0789307,	0.0669598
401,	0.0790328,	0.0669574
402,	0.0792676,	0.0669698
403,	0.0790388,	0.0664407
404,	0.0805973,	0.0664968
405,	0.079116,	0.066896
406,	0.0798557,	0.0672017
407,	0.0788578,	0.0665021
408,	0.0824464,	0.06696
409,	0.0788631,	0.0633339
410,	0.0789725,	0.0650386
411,	0.079075,	0.0634831
412,	0.082561,	0.0642387
413,	0.0789715,	0.0632915
414,	0.0788036,	0.0639846
415,	0.0800871,	0.0638467
416,	0.07937,	0.0674041
417,	0.0789553,	0.0651588
418,	0.0792896,	0.0644538
419,	0.0792727,	0.0659742
420,	0.0794966,	0.067209
421,	0.0795025,	0.066167
422,	0.0806327,	0.067146
423,	0.0805497,	0.0676815
424,	0.081156,	0.0671294
425,	0.0811595,	0.0674539
426,	0.0806317,	0.0655919
427,	0.0798714,	0.0655554
428,	0.0794362,	0.0654834
429,	0.0826688,	0.067462
430,	0.0816062,	0.0663497
431,	0.0805985,	0.0657629
432,	0.0804521,	0.0676105
433,	0.0862792,	0.0651946
434,	0.0815406,	0.0670721
435,	0.0795094,	0.0657453
436,	0.0804148,	0.0664095
437,	0.0847148,	0.0655741
438,	0.0801016,	0.0660544
439,	0.0799326,	0.0649882
440,	0.0802638,	0.0652705
441,	0.0815307,	0.0664597
442,	0.0789357,	0.0654748
443,	0.0797334,	0.0666266
444,	0.0796418,	0.0644912
445,	0.0794199,	0.0697919
446,	0.0811082,	0.0656963
447,	0.0801947,	0.0656564
448,	0.0794806,	0.0657216
449,	0.0796567,	0.0686008
450,	0.079233,	0.0660004
451,	0.0799729,	0.0667548
452,	0.0915743,	0.0676533
453,	0.0793105,	0.0701342
454,	0.0810037,	0.0661426
455,	0.0814204,	0.0669935
456,	0.0797178,	0.0652497
457,	0.0804549,	0.0672244
458,	0.0811082,	0.0667088
459,	0.0801689,	0.0643868
460,	0.0790273,	0.0639935
461,	0.0790564,	0.064558
462,	0.082157,	0.0640853
463,	0.0791774,	0.0665965
464,	0.09178,	0.0811705
465,	0.090266,	0.0772568
466,	0.103536,	0.0663258
467,	0.0791921,	0.0652042
468,	0.0857129,	0.0659753
469,	0.0799547,	0.0675179
470,	0.0834412,	0.0674691
471,	0.0798308,	0.0681039
472,	0.0808828,	0.0706444
473,	0.0811147,	0.0679428
474,	0.0839453,	0.0682544
475,	0.0826045,	0.064495
476,	0.0795459,	0.0660211
477,	0.0810039,	0.066822
478,	0.0842656,	0.065827
479,	0.0812221,	0.0668055
480,	0.0807651,	0.0664489
481,	0.080931,	0.066195
482,	0.0827697,	0.0638185
483,	0.0790433,	0.0641615
484,	0.0788391,	0.0636361
485,	0.0802073,	0.0644665
486,	0.0788077,	0.0676858
487,	0.0800255,	0.0672799
488,	0.0808616,	0.065201
489,	0.0800807,	0.0659697
490,	0.0794815,	0.0680299
491,	0.0797012,	0.0654125
492,	0.0906371,	0.0754879
493,	0.0887137,	0.0742099
494,	0.091304,	0.0731967
495,	0.0892466,	0.0730631
496,	0.0819428,	0.0715889
497,	0.0827312,	0.0657302
498,	0.082294,	0.0671599
499,	0.0809736,	0.071457
500,	0.0904164,	0.0750738
501,	0.0913779,	0.065759
502,	0.0839385,	0.0656726
503,	0.0792725,	0.0662351
504,	0.078921,	0.0659127
505,	0.0802511,	0.0681955
506,	0.0825785,	0.0698049
507,	0.081389,	0.0674978
508,	0.0802351,	0.0654421
509,	0.0803126,	0.0658839
510,	0.0810619,	0.0678416
511,	0.0815494,	0.065549
512,	0.0800392,	0.0646153
513,	0.0795865,	0.0659753
514,	0.0795475,	0.0678416
515,	0.080458,	0.065849
516,	0.0799769,	0.0650895
517,	0.0805789,	0.0655584
518,	0.078698,	0.067788
519,	0.0805158,	0.0685224
520,	0.0796929,	0.066509
521,	0.0799212,	0.0661469
522,	0.0793604,	0.0666883
523,	0.0818922,	0.0683273
524,	0.0823463,	0.0671328
525,	0.0806725,	0.0659496
526,	0.0804665,	0.0651907
527,	0.0821204,	0.0648709
528,	0.0785147,	0.0654112
529,	0.0784415,	0.0641911
530,	0.0791625,	0.0643191
531,	0.0828216,	0.0638363
532,	0.0790513,	0.0642793
533,	0.0800249,	0.0646685
534,	0.0797863,	0.0657495
535,	0.0799174,	0.0659011
536,	0.0790543,	0.064042
537,	0.0790032,	0.0650014
538,	0.0791063,	0.0648793
539,	0.0791414,	0.0668144
540,	0.078881,	0.0639825
541,	0.0791394,	0.0638597
542,	0.0802475,	0.0643947
543,	0.0793034,	0.0637658
544,	0.0805131,	0.0644961
545,	0.0791084,	0.0637411
546,	0.0789511,	0.0660564
547,	0.0792927,	0.0639413
548,	0.082542,	0.0640396
549,	0.0793099,	0.0645767
550,	0.0789699,	0.0640316
551,	0.0804863,	0.0644011
552,	0.0804994,	0.0668903
553,	0.079911,	0.0658349
554,	0.0788417,	0.0657093
555,	0.0790581,	0.0678344
556,	0.0786931,	0.0687846
557,	0.0789528,	0.0647902
558,	0.0788245,	0.0647226
559,	0.0787268,	0.064814
560,	0.0793679,	0.0673671
561,	0.0790067,	0.065127
562,	0.0787689,	0.0645683
563,	0.0787111,	0.0647228
564,	0.0784949,	0.0663397
565,	0.0815136,	0.0645683
566,	0.0785692,	0.0649616
567,	0.0782972,	0.0643629
568,	0.0782773,	0.0649335
569,	0.0826158,	0.0656055
570,	0.078998,	0.0652117
571,	0.0790622,	0.0654558
572,	0.0789388,	0.0654091
573,	0.0793716,	0.0685539
574,	0.078823,	0.0640468
575,	0.0791378,	0.0649354
576,	0.0785889,	0.0644557
577,	0.0788965,	0.0681789
578,	0.0804656,	0.0641604
579,	0.0790813,	0.0648093
580,	0.0785827,	0.0671013
581,	0.0792024,	0.0684144
582,	0.0790946,	0.068333
583,	0.0790605,	0.0674942
584,	0.079131,	0.0670519
585,	0.0791747,	0.0677079
586,	0.0822657,	0.0644915
587,	0.0797146,	0.0650093
588,	0.0789179,	0.0646521
589,	0.0794696,	0.0652239
590,	0.0825236,	0.0643405
591,	0.0789766,	0.0658845
592,	0.0785063,	0.0647322
593,	0.0791781,	0.0652958
594,	0.0787472,	0.0662141
595,	0.0788258,	0.0652252
596,	0.0796477,	0.064681
597,	0.0789279,	0.0654564
598,	0.0789847,	0.0685211
599,	0.0793039,	0.0646715
600,	0.0788519,	0.0669854
601,	0.0789401,	0.0647873
602,	0.0787327,	0.0657532
603,	0.0793687,	0.0650562
604,	0.0788213,	0.0653977
605,	0.0798973,	0.0650354
606,	0.0789562,	0.0655523
607,	0.0824159,	0.0649729
608,	0.0789446,	0.0643462
609,	0.0796194,	0.0649446
610,	0.0790373,	0.0636667
611,	0.0827206,	0.0643592
612,	0.0791362,	0.0637586
613,	0.0795549,	0.0640191
614,	0.0798113,	0.066002
615,	0.0793358,	0.070006
616,	0.0795082,	0.0665133
617,	0.0788694,	0.0659956
618,	0.078941,	0.0675962
619,	0.0787397,	0.0669753
620,	0.0790865,	0.0651387
621,	0.0789416,	0.0641746
622,	0.0787975,	0.064622
623,	0.0797323,	0.0642508
624,	0.0807538,	0.0651989
625,	0.079073,	0.0661389
626,	0.0782554,	0.0661622
627,	0.0782623,	0.0677165
628,	0.081637,	0.0664119
629,	0.078407,	0.0667954
630,	0.0781261,	0.0638909
631,	0.0790328,	0.0643684
632,	0.0822639,	0.0640901
633,	0.0791205,	0.0641936
634,	0.0789871,	0.0637332
635,	0.0791488,	0.064144
636,	0.0787995,	0.0681597
637,	0.0787135,	0.0638635
638,	0.0788812,	0.0639072
639,	0.0789939,	0.0636483
640,	0.078786,	0.0649136
641,	0.0796628,	0.063459
642,	0.0787978,	0.0646877
643,	0.0792706,	0.0641459
644,	0.0792606,	0.0644523
645,	0.0823231,	0.0654552
646,	0.0786839,	0.0648114
647,	0.0792539,	0.0649979
648,	0.0787329,	0.065364
649,	0.0824703,	0.0651725
650,	0.0797749,	0.0654377
651,	0.0790323,	0.0648906
652,	0.0786037,	0.0653212
653,	0.079062,	0.0667156
654,	0.078953,	0.0652316
655,	0.0792378,	0.0640828
656,	0.0789044,	0.0637769
657,	0.079437,	0.0673803
658,	0.0788991,	0.0637106
659,	0.080092,	0.0658066
660,	0.0792152,	0.0658468
661,	0.0792526,	0.065215
662,	0.0817823,	0.0657761
663,	0.0792649,	0.0665884
664,	0.0792085,	0.065454
665,	0.0790025,	0.0653633
666,	0.0825918,	0.0659949
667,	0.0788559,	0.0651012
668,	0.0796859,	0.0656706
669,	0.0787557,	0.0653696
670,	0.0815825,	0.0653385
671,	0.0788992,	0.0642197
672,	0.0790505,	0.0659232
673,	0.078898,	0.0646459
674,	0.0787244,	0.0684835
675,	0.0789776,	0.0669284
676,	0.0789904,	0.0670322
677,	0.0794268,	0.0668018
678,	0.0788174,	0.0699152
679,	0.0794826,	0.066469
680,	0.0788779,	0.0668333
681,	0.0790081,	0.0653125
682,	0.0787824,	0.0651123
683,	0.080681,	0.0650376
684,	0.0787981,	0.0653426
685,	0.0789244,	0.064656
686,	0.0788437,	0.065956
687,	0.08204,	0.0657426
688,	0.0784217,	0.0659563
689,	0.079019,	0.0660465
690,	0.0786113,	0.0662304
691,	0.0809264,	0.0663215
692,	0.0781704,	0.0631824
693,	0.0792361,	0.0648451
694,	0.0790413,	0.0640344
695,	0.0790484,	0.0682032
696,	0.0799301,	0.0661428
697,	0.0804374,	0.0659028
698,	0.079378,	0.0638271
699,	0.0818042,	0.0686339
700,	0.0792174,	0.0640097
701,	0.0802908,	0.0651156
702,	0.0792695,	0.0637198
703,	0.0797189,	0.0669164
704,	0.0819066,	0.0653427
705,	0.078955,	0.0656961
706,	0.0796057,	0.0651968
707,	0.0791934,	0.067345
708,	0.0859617,	0.066888
709,	0.0818001,	0.0694841
710,	0.0813812,	0.0696095
711,	0.0807515,	0.0680001
712,	0.0838676,	0.0704815
713,	0.0809659,	0.0684939
714,	0.0792372,	0.0649294
715,	0.0792491,	0.0645051
716,	0.0847159,	0.0676866
717,	0.0835321,	0.0636992
718,	0.0795415,	0.0655977
719,	0.0809068,	0.0642146
720,	0.0806461,	0.0669583
721,	0.0805158,	0.0673373
722,	0.0789123,	0.0662783
723,	0.0809872,	0.0644476
724,	0.083169,	0.0692587
725,	0.0803791,	0.0653837
726,	0.0794048,	0.0667342
727,	0.0802574,	0.065745
728,	0.0791539,	0.0675579
729,	0.0825773,	0.0657036
730,	0.0812215,	0.0673867
731,	0.0803683,	0.0660098
732,	0.0795606,	0.0683744
733,	0.0822468,	0.066095
734,	0.0799151,	0.068394
735,	0.0800254,	0.0649891
736,	0.0795256,	0.0666915
737,	0.0838279,	0.065404
738,	0.0798311,	0.0680412
739,	0.0820333,	0.0648406
740,	0.0794501,	0.0684366
741,	0.085004,	0.0724915
742,	0.079018,	0.064871
743,	0.0786506,	0.0671471
744,	0.0791724,	0.0654332
745,	0.0796389,	0.0654561
746,	0.0787906,	0.0662663
747,	0.0786994,	0.0659633
748,	0.0809153,	0.0658359
749,	0.0791973,	0.0686876
750,	0.0789348,	0.0659126
751,	0.0791072,	0.0658234
752,	0.0821931,	0.0690729
753,	0.0790696,	0.070754
754,	0.0803065,	0.0652311
755,	0.0809407,	0.0669881
756,	0.080417,	0.0657394
757,	0.0814713,	0.0673587
758,	0.0805514,	0.0692657
759,	0.0806676,	0.0691366
760,	0.0795284,	0.0667832
761,	0.0803983,	0.0677823
762,	0.0814862,	0.0668948
763,	0.0791686,	0.0671736
764,	0.07867,	0.0657859
765,	0.079184,	0.0675917
766,	0.0827743,	0.0661354
767,	0.0790954,	0.0662534
768,	0.078609,	0.0656037
769,	0.079141,	0.0651053
770,	0.0825733,	0.0657167
771,	0.0787693,	0.0647817
772,	0.0786028,	0.0653688
773,	0.0789767,	0.0646791
774,	0.0784026,	0.0702789
775,	0.0786145,	0.0658322
776,	0.0789096,	0.067915
777,	0.0806413,	0.0674299
778,	0.0794814,	0.0693594
779,	0.0824352,	0.0678646
780,	0.0789485,	0.0642627
781,	0.0792642,	0.0652823
782,	0.0790057,	0.0659133
783,	0.0795214,	0.0668778
784,	0.0792152,	0.0653796
785,	0.0804179,	0.0665107
786,	0.0800325,	0.0654166
787,	0.0824195,	0.0645917
788,	0.080459,	0.0647332
789,	0.0790019,	0.0650881
790,	0.0787858,	0.0643311
791,	0.0829006,	0.0649463
792,	0.0789393,	0.0664303
793,	0.0791595,	0.0651061
794,	0.0800577,	0.0662317
795,	0.0804659,	0.0680972
796,	0.0809408,	0.0653102
797,	0.0804944,	0.065584
798,	0.0797545,	0.0656636
799,	0.0807795,	0.0692336
800,	0.080453,	0.0672356
801,	0.0823688,	0.0662652
802,	0.0823123,	0.0693798
803,	0.0842613,	0.0687169
804,	0.0800025,	0.0660266
805,	0.0800169,	0.0673803
806,	0.0794224,	0.06525
807,	0.0792383,	0.0694215
808,	0.0808652,	0.0667577
809,	0.0801178,	0.0660327
810,	0.0810756,	0.0650297
811,	0.0813682,	0.0682026
812,	0.0818123,	0.0661907
813,	0.0799078,	0.0677833
814,	0.0817924,	0.0688438
815,	0.0797214,	0.0656749
816,	0.0829856,	0.0661618
817,	0.0805416,	0.0711247
818,	0.0925881,	0.0690654
819,	0.0804579,	0.0673473
820,	0.0832329,	0.0672174
821,	0.081211,	0.0685768
822,	0.0805904,	0.0675789
823,	0.0815345,	0.066847
824,	0.0826522,	0.0685943
825,	0.0799345,	0.069289
826,	0.0792492,	0.0685257
827,	0.0794421,	0.0689407
828,	0.0819264,	0.0672052
829,	0.0783037,	0.0667263
830,	0.0795482,	0.0655126
831,	0.0799806,	0.0656989
832,	0.0841178,	0.0856053
833,	0.0872882,	0.0665391
834,	0.0795478,	0.0653343
835,	0.0799722,	0.0664751
836,	0.0835861,	0.0652242
837,	0.0800084,	0.0649754
838,	0.0809072,	0.064617
839,	0.0786577,	0.0631488
840,	0.0800898,	0.0657767
841,	0.0792712,	0.0644846
842,	0.0790256,	0.064273
843,	0.0792288,	0.0681156
844,	0.0789146,	0.0677275
845,	0.080183,	0.0649599
846,	0.0788675,	0.0649223
847,	0.0794473,	0.0658483
848,	0.0787602,	0.0677463
849,	0.0789653,	0.0672524
850,	0.0790176,	0.0655833
851,	0.0792454,	0.0659653
852,	0.0789698,	0.064708
853,	0.0822834,	0.0641672
854,	0.0796347,	0.0647928
855,	0.0822305,	0.0645969
856,	0.078953,	0.0646893
857,	0.082486,	0.0641379
858,	0.0789341,	0.0662886
859,	0.0787369,	0.0641709
860,	0.0789664,	0.0646608
861,	0.0791512,	0.0650867
862,	0.078833,	0.0647133
863,	0.079988,	0.0636859
864,	0.0788637,	0.0644974
865,	0.0790054,	0.0692573
866,	0.0820082,	0.0648142
867,	0.0791155,	0.0666112
868,	0.0790745,	0.0648345
869,	0.0794253,	0.0665703
870,	0.0791912,	0.0645863
871,	0.079167,	0.0650921
872,	0.0797118,	0.0645835
873,	0.0792474,	0.0650043
874,	0.0821639,	0.0643923
875,	0.0791125,	0.0648212
876,	0.0790167,	0.0666036
877,	0.0789593,	0.0674425
878,	0.0824434,	0.0649701
879,	0.0789529,	0.0643803
880,	0.0788338,	0.0648399
881,	0.0796089,	0.0643865
